# form<TAB>count — Narkamaŭka word-form frequency, most frequent first.
# Built by scripts/build_frequency_list.py from bewiki-pages-articles.xml.bz2:
# 266050 main-namespace articles, 1321264 distinct forms over
# 44119525 tokens; top 20000 kept, covering 77.0% of tokens.
# Wikitext is stripped crudely, so the tail contains markup residue; the head,
# which is what the coverage figure and the mining rank depend on, does not.
# Text is CC BY-SA 4.0 (be.wikipedia.org).
філасофіі	3694
гістарычны	3692
корпуса	3689
каралём	3686
адно	3686
рускія	3684
будынкаў	3683
анатоль	3682
философии	3681
актрыса	3678
палітычнай	3677
асобныя	3675
загінуў	3674
статыстыка	3674
штаба	3673
заўсёды	3670
слоў	3668
адну	3667
паступова	3667
святой	3666
дазваляе	3665
дзвюх	3664
адносіцца	3664
захаваліся	3663
ваеннага	3662
рэдкал	3661
бібліятэкі	3660
вымушаны	3660
герба	3657
кубак	3657
былога	3655
асобных	3655
аўстрыі	3652
наша	3652
план	3649
асаблівасці	3648
районов	3648
міхайлавіч	3646
нобелеўскай	3639
вядомых	3638
сродкаў	3633
венгрыі	3631
сістэме	3631
прыроды	3630
управление	3627
леў	3625
іншым	3623
турцыі	3622
падзелена	3619
далучыўся	3619
пасадзе	3615
дрэва	3614
прэзідэнтам	3613
афрыкі	3612
мясцовасці	3607
смаленшчыны	3606
кнігу	3597
пачынаючы	3597
буйных	3594
выкарыстання	3592
палітыка	3591
баі	3589
оперы	3582
словарь	3582
месяцаў	3581
форма	3581
стварэнні	3578
распаўсюджаны	3572
камандзір	3571
выгляд	3568
гістарычныя	3566
ўваходзіць	3565
москва	3563
край	3562
мінскім	3553
праходзіў	3544
выбараў	3543
кіраўніка	3542
перакладзе	3541
работ	3539
стары	3536
вышэй	3535
спецыяльнасці	3534
песень	3532
марка	3531
іл	3531
двума	3527
гімназіі	3526
вызвалення	3521
салдат	3520
кветкі	3513
мужчыны	3509
тэхнікі	3506
сродкі	3504
літоўскі	3503
самай	3502
сустракаюцца	3502
выявы	3500
народы	3498
элементы	3497
арменіі	3494
паўднёвага	3492
перамогу	3483
звязаны	3483
бітва	3482
гуляў	3479
назваў	3474
залежнасці	3471
заўвагі	3468
сваімі	3459
главное	3459
кампазітар	3457
гарадах	3455
яўген	3454
падтрымку	3454
края	3447
акадэмія	3445
паўстанне	3444
сумесна	3440
абодва	3438
сяла	3438
фронт	3437
лічыць	3437
аб’ём	3434
раённага	3428
ды	3421
рэк	3420
бэ	3420
канстанцін	3418
чыгуначная	3414
граф	3413
сюжэт	3411
івана	3397
кантроль	3397
сістэму	3397
крыж	3397
смерць	3395
выкладаў	3394
совете	3391
дапамогу	3387
зброі	3386
наступны	3382
кг	3381
архивное	3381
